date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,year,month,normalized_open,normalized_close,volume_bin
2015-04-10,117.4235,118.5982,116.7803,118.4957,40187953,40187953,0.503441,0.427,117.9691,"Apr 10, 15",0.7177746110947621,2015,4,0.30734431639767745,0.3114079398364328,1.0
2015-04-13,119.6797,119.8662,118.0389,118.2626,36365123,36365123,-0.233076,-0.197,118.8836,"Apr 13, 15",0.7143954736083709,2015,4,0.32135116896565213,0.30997198313567115,1.0
2015-04-14,118.4025,118.6728,117.3863,117.7499,25524593,25524593,-0.512765,-0.434,117.8611,"Apr 14, 15",0.7069631107200273,2015,4,0.31342210589508335,0.30681361762524423,0.0
2015-04-15,117.8524,118.5237,117.4795,118.1974,28970419,28970419,0.447506,0.38,117.9588,"Apr 15, 15",0.7134503008751545,2015,4,0.31000699659730707,0.3095703341571655,0.0
2015-04-16,117.7312,118.4957,117.5727,117.6287,28368987,28368987,-0.568705,-0.481,117.9309,"Apr 16, 15",0.7052061331852755,2015,4,0.30925456749916036,0.30606699406397303,0.0
2015-04-17,117.0506,117.6007,116.0344,116.3048,51957046,51957046,-1.3239,-1.125,116.6584,"Apr 17, 15",0.6860141978861182,2015,4,0.3050292932070925,0.2979114253117708,2.0
2015-04-20,117.0693,119.4466,116.6964,118.9618,47054310,47054310,2.6571,2.285,118.5506,"Apr 20, 15",0.7245314364161136,2015,4,0.30514538581546985,0.3142792372119154,1.0
2015-04-21,119.428,119.5212,118.0948,118.3186,32435057,32435057,-0.643289,-0.541,118.5452,"Apr 21, 15",0.7152072784099063,2015,4,0.3197885748732138,0.3103169577184367,1.0
2015-04-22,118.3931,120.1459,117.7685,119.9128,37654505,37654505,1.5942,1.347,119.0314,"Apr 22, 15",0.7383176215279036,2015,4,0.31336374918285087,0.3201376448585235,1.0
2015-04-23,119.6145,121.5909,119.4653,120.8917,45770902,45770902,0.978918,0.816,120.7712,"Apr 23, 15",0.7525082593890299,2015,4,0.3209463968765502,0.32616792377047366,1.0
2015-04-24,121.6562,121.7867,120.4815,121.4604,44525905,44525905,0.568703,0.47,121.1738,"Apr 24, 15",0.7607524270789089,2015,4,0.3336215989366662,0.3296712638636661,1.0
2015-04-27,123.353,124.1175,122.2715,123.67,96954207,96954207,2.2096,1.819,123.3966,"Apr 27, 15",0.7927839251052085,2015,4,0.3441556063107197,0.3432829752579301,4.0
2015-04-28,125.3528,125.432,120.7985,121.7215,118923970,118923970,-1.9485,-1.576,122.707,"Apr 28, 15",0.7645374669660681,2015,4,0.3565706864301399,0.3312797078558105,6.0
2015-04-29,121.3485,122.6817,119.6145,119.9314,63386083,63386083,-1.79,-1.471,120.7178,"Apr 29, 15",0.7385872566941277,2015,4,0.3317113478351833,0.3202522257020849,2.0
2015-04-30,118.8686,119.2229,116.1463,116.6777,83195423,83195423,-3.2537,-2.713,117.3753,"Apr 30, 15",0.6914199480734857,2015,4,0.31631572967929267,0.3002085864173651,4.0
2015-05-01,117.5634,121.3206,116.8175,120.2205,58512638,58512638,3.5427,3.036,118.5085,"May 1, 15",0.7427781989820548,2015,5,0.3082128381042015,0.32203315698561213,2.0
2015-05-04,120.7332,121.7308,119.5772,119.9874,50988278,50988278,-0.233076,-0.194,120.6257,"May 4, 15",0.7393990614956633,2015,5,0.32789146644830497,0.3205972002848504,2.0
2015-05-05,119.4746,119.7541,117.2651,117.2837,49271416,49271416,-2.7037,-2.253,118.0156,"May 5, 15",0.7002048357472445,2015,5,0.320077875170026,0.3039417042237209,2.0
2015-05-06,117.9923,118.1694,115.0089,116.5472,72141010,72141010,-0.73652,-0.628,116.1157,"May 6, 15",0.6895281529556219,2015,5,0.31087551830383114,0.2994046724343132,3.0
2015-05-07,116.8094,118.0358,116.1072,117.2681,43940895,43940895,0.720909,0.619,117.3029,"May 7, 15",0.6999786901239596,2015,5,0.30353188480385007,0.3038456041613791,1.0
2015-05-08,118.5975,119.4775,118.0639,119.4775,55550382,55550382,2.2094,1.884,119.0306,"May 8, 15",0.7320072888473966,2015,5,0.31463269726586385,0.3174560835035619,2.0
2015-05-11,119.2622,119.4213,117.6098,118.2605,42035757,42035757,-1.2171,-1.019,118.3432,"May 11, 15",0.7143650309283132,2015,5,0.31875926180000663,0.3099590465888174,1.0
2015-05-12,117.5864,118.7847,116.8562,117.8345,48160032,48160032,-0.425971,-0.36,117.8503,"May 12, 15",0.7081895158309185,2015,5,0.30835562580434484,0.30733477565563655,2.0
2015-05-13,118.1013,119.075,117.8392,117.9702,34694235,34694235,0.135748,0.115,118.4143,"May 13, 15",0.7101566928232107,2015,5,0.31155220783929305,0.3081707229928024,1.0
2015-05-14,119.2809,120.7227,119.0469,120.7227,45203456,45203456,2.7524,2.333,120.06,"May 14, 15",0.7500583484701103,2015,5,0.31887535440838405,0.3251268397617704,1.0
2015-05-15,120.835,121.2282,120.0299,120.5541,38208034,38208034,-0.168518,-0.14,120.4646,"May 15, 15",0.7476142361569161,2015,5,0.3285234572254611,0.32408821985722985,1.0
2015-05-18,120.189,122.3797,120.1703,121.8835,50882918,50882918,1.3294,1.103,121.6291,"May 18, 15",0.7668859022847955,2015,5,0.32451298529969586,0.332277670041668,2.0
2015-05-19,122.3516,122.5295,121.3686,121.7712,44633240,44633240,-0.112341,-0.092,121.9499,"May 19, 15",0.7652579437274306,2015,5,0.337938754009696,0.3315858727980149,1.0
2015-05-20,121.7057,122.6231,121.0878,121.7618,36454932,36454932,-0.009363,-0.008,121.8284,"May 20, 15",0.7651216764928871,2015,5,0.33392890290001814,0.33152796635019355,1.0
2015-05-21,121.7712,123.2317,121.5465,123.007,39730364,39730364,1.2451,1.023,122.701,"May 21, 15",0.783172736115601,2015,5,0.3343355374373829,0.33919872260840217,1.0
2015-05-22,123.2036,124.4862,123.0163,124.0836,45595972,45595972,1.0766,0.875,124.0539,"May 22, 15",0.7987796834251204,2015,5,0.34322810707587553,0.3458308589620701,1.0
2015-05-26,124.1398,124.43,120.8818,121.3499,70697560,70697560,-2.7337,-2.203,122.0854,"May 26, 15",0.7591505622473076,2015,5,0.3490401872877973,0.32899055508874475,3.0
2015-05-27,122.024,123.8215,121.7525,123.6202,45833246,45833246,2.2703,1.871,123.1612,"May 27, 15",0.7920619986924143,2015,5,0.33590496050678464,0.342976194289685,1.0
2015-05-28,123.447,123.5313,122.7355,123.3721,30733309,30733309,-0.248091,-0.201,123.1725,"May 28, 15",0.788465413491326,2015,5,0.3447391734330447,0.3414478336828255,1.0
2015-05-29,122.8572,123.0632,121.612,121.9678,50884452,50884452,-1.4043,-1.138,122.315,"May 29, 15",0.7681079584413927,2015,5,0.34107760014849925,0.3327969799939383,2.0
2015-06-01,122.8291,123.007,121.7525,122.2065,32112797,32112797,0.238729,0.196,122.2944,"Jun 1, 15",0.7715682764079377,2015,6,0.3409031508278893,0.33426743415297655,1.0
2015-06-02,121.5746,122.3189,121.0691,121.6682,33667627,33667627,-0.538314,-0.44,121.7312,"Jun 2, 15",0.7637648027531779,2015,6,0.33311501300920116,0.33095136597614255,1.0
2015-06-03,122.3236,122.5857,121.612,121.818,30983542,30983542,0.149792,0.123,122.0522,"Jun 3, 15",0.7659363805972853,2015,6,0.33776492550517356,0.3318741729850404,1.0
2015-06-04,121.3125,122.2487,120.6852,121.1065,38450118,38450118,-0.711511,-0.584,121.3343,"Jun 4, 15",0.7556221106634908,2015,6,0.33148785404365455,0.3274911477057958,1.0
2015-06-05,121.2376,121.4154,120.1703,120.4418,35626800,35626800,-0.664701,-0.549,120.6216,"Jun 5, 15",0.7459862775995512,2015,6,0.33102286279405735,0.32339642261357676,1.0
2015-06-08,120.6759,120.9661,118.7379,119.646,52674786,52674786,-0.795766,-0.661,119.855,"Jun 8, 15",0.7344499515091596,2015,6,0.32753573883012177,0.3184940873820618,2.0
2015-06-09,118.6162,119.9082,117.6051,119.2903,56075420,56075420,-0.355755,-0.297,118.7533,"Jun 9, 15",0.7292935413679781,2015,6,0.3147487898742413,0.31630288275545987,2.0
2015-06-10,119.7584,121.0878,119.6928,120.6571,39087250,39087250,1.3668,1.146,120.6046,"Jun 10, 15",0.7491073771311687,2015,6,0.3218397512265774,0.3247227266791022,1.0
2015-06-11,120.938,121.8742,120.278,120.3856,35390887,35390887,-0.271497,-0.225,120.9687,"Jun 11, 15",0.745171573495153,2015,6,0.3291628977956684,0.32305021597872985,1.0
2015-06-12,120.0065,120.1422,119.0001,119.0562,36886246,36886246,-1.3294,-1.104,119.469,"Jun 12, 15",0.7258999073672735,2015,6,0.32337999593986283,0.3148607657942917,1.0
2015-06-15,118.0545,119.1218,117.6894,118.8222,43988946,43988946,-0.234052,-0.197,118.4982,"Jun 15, 15",0.7225077230180001,2015,6,0.3112616659103058,0.3134192648591641,1.0
2015-06-16,118.9252,119.6928,118.3073,119.4588,31494131,31494131,0.636614,0.536,119.0756,"Jun 16, 15",0.7317362040297409,2015,6,0.3166671115848628,0.31734088663395976,1.0
2015-06-17,119.5711,119.7209,118.6537,119.1779,32918071,32918071,-0.280858,-0.235,119.1831,"Jun 17, 15",0.7276641331591818,2015,6,0.3206769626945405,0.3156104694857661,1.0
2015-06-18,119.1124,120.1235,119.103,119.7209,35407220,35407220,0.542995,0.456,119.8085,"Jun 18, 15",0.7355357404312133,2015,6,0.31782927930081206,0.31895549088651076,1.0
2015-06-19,119.5618,119.6648,118.3354,118.5226,54716887,54716887,-1.1983,-1.001,118.9657,"Jun 19, 15",0.7181645673297854,2015,6,0.3206192267983956,0.31157365084136834,2.0
2015-06-22,119.3558,119.8894,118.972,119.4682,34039345,34039345,0.94556,0.798,119.4166,"Jun 22, 15",0.7318724712642843,2015,6,0.31934034565798125,0.31739879308178115,1.0
2015-06-23,119.3465,119.4682,118.784,118.9252,30268863,30268863,-0.542995,-0.455,119.0661,"Jun 23, 15",0.724000863992253,2015,6,0.31928260976183637,0.31405377168103654,1.0
2015-06-24,119.0937,121.5184,119.0094,119.9363,55280855,55280855,1.0111,0.85,120.5222,"Jun 24, 15",0.7386582896142623,2015,6,0.3177131866924347,0.3202824109780769,2.0
2015-06-25,120.6384,120.9567,119.3652,119.3652,31938100,31938100,-0.571079,-0.476,120.0483,"Jun 25, 15",0.7303793302900318,2015,6,0.3273029327972794,0.3167642862599088,1.0
2015-06-26,119.5243,119.8239,118.4383,118.663,44066841,44066841,-0.702149,-0.588,118.8781,"Jun 26, 15",0.7201998779393494,2015,6,0.3203864207655531,0.31243855140244486,1.0
2015-06-29,117.4553,118.4009,116.5379,116.5847,49161427,49161427,-2.0784,-1.751,117.3885,"Jun 29, 15",0.6900717722423643,2015,6,0.30754173591352774,0.29963568219955794,2.0
2015-06-30,117.5583,118.0732,116.8936,117.4226,44370682,44370682,0.837897,0.719,117.4865,"Jun 30, 15",0.7022184015853388,2015,6,0.30818117648373494,0.3047973643941877,1.0
2015-07-01,118.8035,118.8409,117.9515,118.5226,30238811,30238811,1.1,0.937,118.3819,"Jul 1, 15",0.7181645673297854,2015,7,0.3159115784062782,0.31157365084136834,1.0
2015-07-02,118.3634,118.6069,117.7456,118.3728,27210952,27210952,-0.149792,-0.126,118.1537,"Jul 2, 15",0.715992989485678,2015,7,0.31317936680483965,0.3106508438324705,0.0
2015-07-06,116.9685,118.1762,116.8843,117.9609,28060431,28060431,-0.411927,-0.348,117.633,"Jul 6, 15",0.7100218752400984,2015,7,0.3045196031991895,0.30811343257102164,0.0
2015-07-07,117.8579,118.1013,115.8732,117.6707,46946811,46946811,-0.290218,-0.246,117.0062,"Jul 7, 15",0.7058149867864271,2015,7,0.3100411414821239,0.30632572500104727,1.0
2015-07-08,116.5379,116.6877,114.7216,114.7497,60761614,60761614,-2.9209,-2.482,115.5699,"Jul 8, 15",0.6634706684777645,2015,7,0.301846369126071,0.2883316043535793,2.0
2015-07-09,115.9481,116.1447,111.6135,112.4092,78595038,78595038,-2.3405,-2.04,113.8662,"Jul 9, 15",0.6295415767278757,2015,7,0.2981847958415255,0.2739135148721007,3.0
2015-07-10,114.1599,115.9481,113.4765,115.4144,61354474,61354474,3.0052,2.673,114.9781,"Jul 10, 15",0.6731065015417043,2015,7,0.2870833625634241,0.2924263294457983,2.0
2015-07-13,117.0528,117.7315,116.3881,117.6426,41440538,41440538,2.2281,1.931,117.1855,"Jul 13, 15",0.7054076347342281,2015,7,0.30504295116101926,0.30615262168362384,1.0
2015-07-14,117.9983,118.3073,117.0621,117.5958,31768139,31768139,-0.04681,-0.04,117.7129,"Jul 14, 15",0.7047291978643734,2015,7,0.31091276726908595,0.3058643214965983,1.0
2015-07-15,117.6987,119.0375,117.5677,118.7286,33649200,33649200,1.1328,0.963,118.5166,"Jul 15, 15",0.721150849278291,2015,7,0.309052802270697,0.3128426644851131,1.0
2015-07-16,119.5899,120.3669,119.2247,120.3107,36222447,36222447,1.5822,1.333,119.8586,"Jul 16, 15",0.7440857845730993,2015,7,0.3207936761190055,0.3225888124742809,1.0
2015-07-17,120.8444,121.3499,120.1235,121.3499,46164710,46164710,1.0392,0.864,120.8885,"Jul 17, 15",0.7591505622473076,2015,7,0.32858181393769365,0.32899055508874475,1.0
2015-07-20,122.6138,124.4862,122.361,123.6436,58900203,58900203,2.2937,1.89,123.5562,"Jul 20, 15",0.7924012171273418,2015,7,0.33956653379133006,0.34312034438319783,2.0
2015-07-21,124.3738,124.4394,122.0053,122.4078,76756427,76756427,-1.2358,-0.999,122.7688,"Jul 21, 15",0.7744864247391713,2015,7,0.350492896932734,0.33550749457281054,3.0
2015-07-22,114.2067,117.4928,114.2067,117.2306,115450607,115450607,-5.1772,-4.229,116.3318,"Jul 22, 15",0.699435070837217,2015,7,0.28737390449241146,0.3036145943961343,5.0
2015-07-23,118.1481,118.9813,117.0809,117.1745,50999452,50999452,-0.056172,-0.048,118.0157,"Jul 23, 15",0.6986218163842502,2015,7,0.3118427497682804,0.3032690037873281,2.0
2015-07-24,117.3243,117.7175,115.9949,116.5566,42162332,42162332,-0.61789,-0.527,116.8167,"Jul 24, 15",0.6896644201901653,2015,7,0.30672846683879823,0.29946257888213457,1.0
2015-07-27,115.2365,115.7234,114.3284,114.937,44455540,44455540,-1.6196,-1.39,115.0224,"Jul 27, 15",0.6661858656086143,2015,7,0.29376706856230794,0.2894854211277219,1.0
2015-07-28,115.508,116.0042,114.731,115.508,33618097,33618097,0.571082,0.497,115.4435,"Jul 28, 15",0.6744633752814134,2015,7,0.29545258424008697,0.2930029298198493,1.0
2015-07-29,115.2927,115.6204,114.4689,115.1429,37011653,37011653,-0.365117,-0.316,114.9799,"Jul 29, 15",0.6691706979056885,2015,7,0.29411596720352773,0.290753818745426,1.0
2015-07-30,114.5157,114.7496,113.9446,114.5625,33628268,33628268,-0.580444,-0.504,114.3755,"Jul 30, 15",0.6607569209983459,2015,7,0.2892922262030329,0.28717840360547725,1.0
2015-07-31,114.7778,114.8176,113.1956,113.5608,42884953,42884953,-1.0017,-0.874,113.6669,"Jul 31, 15",0.6462357626108801,2015,7,0.2909193851685795,0.2810076707562582,1.0
2015-08-03,113.748,114.7497,110.0219,110.8832,69975968,69975968,-2.6775,-2.358,111.8117,"Aug 3, 15",0.6074198958860342,2015,8,0.2845262210986831,0.26451295749173914,3.0
2015-08-04,109.9283,110.1904,106.0244,107.3257,124138623,124138623,-3.5575,-3.208,107.7076,"Aug 4, 15",0.555848546217062,2015,8,0.2608129090013987,0.24259783109551608,6.0
2015-08-05,105.7435,109.947,104.9477,108.0372,99312613,99312613,0.71151,0.663,108.0848,"Aug 5, 15",0.5661628161508564,2015,8,0.2348329973683606,0.2469808563747607,4.0
2015-08-06,109.0623,109.5607,107.3177,108.2723,52903040,52903040,0.235103,0.218,108.1497,"Aug 6, 15",0.5695709466658742,2015,8,0.2554366416829579,0.24842913359633542,2.0
2015-08-07,107.755,109.3256,107.6798,108.6391,38670405,38670405,0.366767,0.339,108.4671,"Aug 7, 15",0.5748882681159314,2015,8,0.2473207129700276,0.2506887171134498,1.0
2015-08-10,109.5889,112.8428,109.5889,112.5889,54951597,54951597,3.9498,3.636,111.744,"Aug 10, 15",0.6321466003499457,2015,8,0.25870585920015293,0.27502051366715374,2.0
2015-08-11,110.7927,111.1406,106.5795,106.73,97082814,97082814,-5.8589,-5.204,108.2064,"Aug 11, 15",0.5472129726407285,2015,8,0.2661792432624382,0.23892816397134745,4.0
2015-08-12,105.8272,108.545,103.0999,108.3757,101685610,101685610,1.6458,1.542,106.2009,"Aug 12, 15",0.5710698862458521,2015,8,0.23535262043366492,0.24906610452237035,5.0
2015-08-13,109.1281,109.4666,107.7174,108.2911,48535789,48535789,-0.084638,-0.078,108.703,"Aug 13, 15",0.5698434811349611,2015,8,0.25584513866858544,0.24854494649197814,2.0
2015-08-14,107.5105,109.382,107.219,109.0528,42929516,42929516,0.761752,0.703,108.4311,"Aug 14, 15",0.5808854760872748,2015,8,0.24580281763589507,0.2532372168436305,1.0
2015-08-17,109.1281,110.6422,108.6202,110.1814,40884745,40884745,1.1285,1.035,109.9784,"Aug 17, 15",0.597246242141077,2015,8,0.25584513866858544,0.2601896867384378,1.0
2015-08-18,109.4949,110.4447,109.0999,109.5607,34560708,34560708,-0.620686,-0.563,109.7766,"Aug 18, 15",0.5882482557069152,2015,8,0.258122292077828,0.25636601310410595,1.0
2015-08-19,109.1845,109.5795,107.8491,108.1594,48286510,48286510,-1.4012,-1.279,108.5429,"Aug 19, 15",0.5679342901999215,2015,8,0.2561952789419804,0.24773364019643843,2.0
2015-08-20,107.2848,107.5387,104.9808,105.94,68501622,68501622,-2.2194,-2.052,106.0351,"Aug 20, 15",0.535760726333353,2015,8,0.24440163572622758,0.23406155825019037,3.0
2015-08-21,103.8522,105.2347,99.3523,99.4604,128275471,128275471,-6.4796,-6.116,101.8576,"Aug 21, 15",0.4418291121899739,2015,8,0.22309150270396447,0.1941455349200522,6.0
2015-08-24,89.2191,102.3193,86.52,96.9777,162206292,162206292,-2.4827,-2.496,97.1239,"Aug 24, 15",0.4058386161047575,2015,8,0.13224686379232956,0.17885145640876532,8.0
2015-08-25,104.4917,104.4917,97.335,97.5607,103601599,103601599,0.583072,0.601,101.4843,"Aug 25, 15",0.4142900839493142,2015,8,0.22706162158403706,0.1824428882257711,5.0
2015-08-26,100.7065,103.3444,98.7927,103.1563,96774611,96774611,5.5956,5.735,100.953,"Aug 26, 15",0.4954067794398836,2015,8,0.20356249103696777,0.21691324135653867,4.0
2015-08-27,105.5638,106.4949,103.4667,106.1939,84616056,84616056,3.0376,2.945,105.2192,"Aug 27, 15",0.5394413913174576,2015,8,0.23371739085897977,0.2356256483674078,4.0
2015-08-28,105.4886,106.5607,104.8961,106.5419,53164407,53164407,0.347964,0.328,105.8472,"Aug 28, 15",0.544486178298428,2015,8,0.23325053716111982,0.23776941898887952,2.0
2015-08-31,105.451,107.708,105.3287,106.0435,56229271,56229271,-0.498431,-0.468,106.3952,"Aug 31, 15",0.5372611155647623,2015,8,0.23301711031218975,0.23469914520226598,2.0
2015-09-01,103.6171,105.2159,100.9651,101.3037,76845860,76845860,-4.7398,-4.47,103.3002,"Sep 1, 15",0.4685505370233728,2015,9,0.2216319640820644,0.20550074292740508,3.0
2015-09-02,103.4479,105.6485,102.6306,105.6485,61888812,61888812,4.3448,4.289,103.9416,"Sep 2, 15",0.5315349924110747,2015,9,0.2205815432618795,0.23226584234168748,2.0
2015-09-03,105.7895,106.0623,103.4855,103.7958,53233940,53233940,-1.8527,-1.754,104.6713,"Sep 3, 15",0.5046773003431324,2015,9,0.23511857276864734,0.22085272788651325,2.0
2015-09-04,102.4792,103.8711,102.0466,102.7613,49996311,49996311,-1.0345,-0.997,102.7788,"Sep 4, 15",0.489680656286196,2015,9,0.21456769782149432,0.21447993849596017,2.0
2015-09-08,104.9996,105.8554,103.7488,105.6203,54843626,54843626,2.8589,2.782,105.0168,"Sep 8, 15",0.5311261907074444,2015,9,0.23021474649285473,0.2320921229982234,2.0
2015-09-09,106.9839,107.2284,103.2316,103.5889,85010804,85010804,-2.0313,-1.923,105.3907,"Sep 9, 15",0.5016779715317451,2015,9,0.2425336001187001,0.2195781700084026,4.0
2015-09-10,103.7018,106.5348,103.3538,105.8648,62892831,62892831,2.2759,2.197,105.3913,"Sep 10, 15",0.5346705884570054,2015,9,0.22215779530824456,0.2335983066676195,2.0
2015-09-11,105.1312,107.4071,105.103,107.4071,49915473,49915473,1.5423,1.457,106.3307,"Sep 11, 15",0.5570285624821512,2015,9,0.23103174046410974,0.24309927629260747,2.0
2015-09-14,109.6359,109.9275,108.0184,108.4416,58363431,58363431,1.0345,0.963,108.8465,"Sep 14, 15",0.5720252065390875,2015,9,0.25899764276131554,0.24947206568316055,2.0
2015-09-15,109.0246,109.5889,107.6046,109.3538,43341155,43341155,0.912225,0.841,108.9384,"Sep 15, 15",0.585248926895528,2015,9,0.2552025940179404,0.25509145522599536,1.0
2015-09-16,109.3256,109.5983,108.5638,109.476,37173489,37173489,0.122253,0.112,109.1711,"Sep 16, 15",0.5870204009445928,2015,9,0.25707125044155543,0.25584423904767306,1.0
2015-09-17,108.7707,109.5513,106.9416,107.1344,64112641,64112641,-2.3417,-2.139,108.3958,"Sep 17, 15",0.5530753630289597,2015,9,0.25362634197157535,0.2414193732797473,2.0
2015-09-18,105.5262,107.4917,105.2065,106.6924,74285291,74285291,-0.442006,-0.413,106.5922,"Sep 18, 15",0.5466679037025548,2015,9,0.2334839640100498,0.238696538180062,3.0
2015-09-21,106.8993,108.498,106.8898,108.3475,50221965,50221965,1.6552,1.551,107.7481,"Sep 21, 15",0.5706610845422218,2015,9,0.24200838970860755,0.24889238517890627,2.0
2015-09-22,106.6265,107.3789,105.8178,106.6453,50346159,50346159,-1.7022,-1.571,106.5223,"Sep 22, 15",0.5459851178784062,2015,9,0.24031480342168993,0.23840638991491453,2.0
2015-09-23,106.8616,107.8867,106.5513,107.5105,35756716,35756716,0.865201,0.811,107.2542,"Sep 23, 15",0.558527502062129,2015,9,0.24177434204358997,0.2437362472186424,1.0
2015-09-24,106.5043,108.6202,105.6767,108.15,50219475,50219475,0.639495,0.595,107.0754,"Sep 24, 15",0.567798022965378,2015,9,0.23955616616266748,0.24767573374861707,2.0
2015-09-25,109.5043,109.7394,107.2284,107.8773,56151926,56151926,-0.272723,-0.252,108.4438,"Sep 25, 15",0.5638448235121866,2015,9,0.25818064879006053,0.24599583073575693,2.0
2015-09-28,107.0685,107.7456,105.7425,105.7425,52109011,52109011,-2.1348,-1.979,106.3557,"Sep 28, 15",0.5328976647565093,2015,9,0.24305881052879252,0.23284490681990117,2.0
2015-09-29,106.1093,106.7488,101.4353,102.5638,73365384,73365384,-3.1787,-3.006,104.0234,"Sep 29, 15",0.4868175947093521,2015,9,0.23710394261672743,0.21326328706567085,3.0
2015-09-30,103.6077,104.8961,102.2535,103.73,66473033,66473033,1.1661,1.137,103.4557,"Sep 30, 15",0.5037234297013283,2015,9,0.22157360736983192,0.22044738275176373,3.0
2015-10-01,102.5733,103.0905,100.9181,103.0529,63929100,63929100,-0.677114,-0.653,101.9526,"Oct 1, 15",0.4939078398599055,2015,10,0.21515188575990685,0.21627627043050363,2.0
2015-10-02,101.5764,104.4011,101.1438,103.8052,58019758,58019758,0.752349,0.73,102.8873,"Oct 2, 15",0.5048135675776759,2015,10,0.20896297018282417,0.2209106343343346,2.0
2015-10-05,103.335,104.7361,102.5733,104.1814,52064743,52064743,0.376173,0.362,103.5745,"Oct 5, 15",0.5102671562622766,2015,10,0.2198806418990019,0.2232281242992704,2.0
2015-10-06,104.0403,105.0842,103.2269,104.6798,48856977,48856977,0.498432,0.478,104.2524,"Oct 6, 15",0.5174922189959423,2015,10,0.22425925776470204,0.22629839808588392,2.0
2015-10-07,105.0842,105.1124,102.893,104.1814,46765550,46765550,-0.498432,-0.476,103.865,"Oct 7, 15",0.5102671562622766,2015,10,0.23073995690294719,0.2232281242992704,1.0
2015-10-08,103.6265,103.6265,101.7645,102.9776,61979577,61979577,-1.2038,-1.155,102.6127,"Oct 8, 15",0.4928162523321266,2015,10,0.2216903207942969,0.21581240282189207,2.0
2015-10-09,103.4479,105.592,102.9682,105.4416,52766140,52766140,2.4639,2.393,104.7878,"Oct 9, 15",0.5285356635996873,2015,10,0.2205815432618795,0.23099128446357683,2.0
2015-10-12,106.0152,106.0341,104.8021,104.9526,30467204,30467204,-0.489026,-0.464,105.2533,"Oct 12, 15",0.5214468681005652,2015,10,0.2365197546783148,0.22797891712478474,1.0
2015-10-13,104.219,105.7519,104.0874,105.1312,33049256,33049256,0.178685,0.17,105.136,"Oct 13, 15",0.5240359455568909,2015,10,0.22536865611320703,0.22907913963339063,1.0
2015-10-14,104.661,104.8773,103.0341,103.6453,44462449,44462449,-1.4859,-1.413,103.7264,"Oct 14, 15",0.502495574939006,2015,10,0.22811266322030965,0.21992560869533082,1.0
2015-10-15,104.3225,105.4228,103.9087,105.1971,37673452,37673452,1.5517,1.497,104.8251,"Oct 15, 15",0.5249912658501263,2015,10,0.22601120076385217,0.22948510079418083,1.0
2015-10-16,105.1218,105.3287,103.9463,104.4259,39232609,39232609,-0.771157,-0.733,104.5928,"Oct 16, 15",0.5138115540118378,2015,10,0.23097338375187718,0.22473430796866647,1.0
2015-10-19,104.2002,105.0936,103.5513,105.0748,29759153,29759153,0.648903,0.621,104.5359,"Oct 19, 15",0.52321834214963,2015,10,0.22525194268874205,0.22873170094646242,1.0
2015-10-20,104.708,107.3695,104.219,106.9933,48967763,48967763,1.9185,1.826,106.4977,"Oct 20, 15",0.5510299048593765,2015,10,0.22840444678147212,0.24055016053638625,2.0
2015-10-21,107.2096,108.6955,106.9275,106.9839,42326974,42326974,-0.009402,-0.009,107.6866,"Oct 21, 15",0.5508936376248331,2015,10,0.24393478202836755,0.2404922540885649,1.0
2015-10-22,107.5199,108.6202,107.3036,108.6202,41654089,41654089,1.6364,1.53,108.1043,"Oct 22, 15",0.5746142839954131,2015,10,0.24586117434812765,0.25057228819176647,1.0
2015-10-23,109.7488,112.1262,109.4008,111.987,59366914,59366914,3.3668,3.1,111.2422,"Oct 23, 15",0.6234211483848707,2015,10,0.2596985441241931,0.27131265292846457,2.0
2015-10-26,111.0466,111.0936,108.0748,108.4134,66333781,66333781,-3.5737,-3.191,108.931,"Oct 26, 15",0.5716164048354572,2015,10,0.2677554953088032,0.24929834633969647,3.0
2015-10-27,108.5262,109.5983,107.2002,107.7268,69884400,69884400,-0.686516,-0.633,108.3758,"Oct 27, 15",0.5616630981080598,2015,10,0.2521084466374428,0.2450687115445744,3.0
2015-10-28,109.9651,112.1939,109.1469,112.1657,85551352,85551352,4.4389,4.12,110.5653,"Oct 28, 15",0.6260116754926277,2015,10,0.26104136932162814,0.27241349146311117,4.0
2015-10-29,111.6296,113.5011,111.2253,113.3506,51227334,51227334,1.1849,1.056,112.4241,"Oct 29, 15",0.6431885953022595,2015,10,0.27137485309939324,0.27971278401880606,2.0
2015-10-30,113.7832,113.9995,112.335,112.382,49365254,49365254,-0.968646,-0.855,113.1328,"Oct 30, 15",0.6291472715385585,2015,10,0.28474474836151115,0.27374595578904315,2.0
2015-11-02,112.73,114.1312,112.4854,113.9619,32203267,32203267,1.5799,1.406,113.5317,"Nov 2, 15",0.652050314501878,2015,11,0.2782063133271211,0.28347855120531656,1.0
2015-11-03,113.5952,116.1343,113.5105,115.2691,45518976,45518976,1.3072,1.147,115.2063,"Nov 3, 15",0.6710001580120059,2015,11,0.2835776141168612,0.2915312436087298,1.0
2015-11-04,115.7958,116.4447,114.3757,114.7331,44886050,44886050,-0.53605,-0.465,115.2276,"Nov 4, 15",0.6632300263401664,2015,11,0.29723929294014156,0.28822934403083084,1.0
